timestamp,height,width,door_number,entrance_exit,parking_spot
2023-07-26 17:43:05.181589,27.20775954134944,29.143506527841893,3,False,346
2023-07-14 17:43:05.188582,22.602944936362746,51.13726769076871,6,False,290
2023-08-17 17:43:05.199592,14.361436249461239,52.592124338855605,2,False,353
2023-07-22 17:43:05.205594,5.671193794289184,47.36196069625388,4,False,49
2023-06-29 17:43:05.211111,14.76883471960851,54.55273335702424,6,False,75
2023-06-24 17:43:05.217110,13.81534685623642,59.64190848394009,5,False,372
2023-07-07 17:43:05.223111,10.635295176577102,52.8841411514522,3,False,159
2023-06-03 17:43:05.230120,29.382027389484534,39.03164844905035,4,False,82
2023-04-30 17:43:05.237074,21.904294000658552,59.95129004804221,6,False,33
2023-08-04 17:43:05.245263,18.229121011883507,59.710857314549095,2,False,303
2023-04-30 17:43:05.251085,23.047765426182583,51.90214162231032,1,False,490
2023-07-01 17:43:05.258078,26.090643568869773,39.33257089218718,3,False,267
2023-06-13 17:43:05.264078,19.35507129251022,48.58119441618881,6,False,70
2023-05-25 17:43:05.270078,27.853115469012497,40.450894896069926,5,False,369
2023-08-14 17:43:05.276077,23.103324589963712,63.521810907770295,2,False,241
2023-05-28 17:43:05.285079,17.663889895297554,42.99109845853815,5,False,10
2023-05-31 17:43:05.295088,20.53764556764789,47.87035692652914,3,False,16
2023-07-08 17:43:05.301088,16.184239293582387,58.93183198889676,1,False,104
2023-07-16 17:43:05.307088,23.891323809098232,49.25649812152534,5,False,420
2023-04-29 17:43:05.313610,16.277357443804014,65.2646436270498,5,False,440
2023-06-15 17:43:05.319610,23.399525235206532,53.55054684790469,4,False,478
2023-05-18 17:43:05.330611,14.640958558930995,57.2277131872213,3,False,471
2023-05-07 17:43:05.339611,10.82665336825143,65.46381473825859,2,False,193
2023-05-06 17:43:05.346611,16.52690334716622,49.22663870302999,4,False,457
2023-06-09 17:43:05.352611,12.083455945254455,62.79319991191003,5,False,457
2023-05-26 17:43:05.359611,9.945225348887263,43.633140629659366,6,False,326
2023-08-20 17:43:05.365611,16.946953390981562,52.744015983971906,6,False,495
2023-05-10 17:43:05.372612,26.0490085689625,63.45683531502123,6,False,157
2023-06-16 17:43:05.380604,23.53634994771845,48.59177447412801,3,False,279
2023-07-30 17:43:05.386612,25.278781968371014,38.18879669917721,5,False,136
2023-08-16 17:43:05.395623,17.74357196654747,49.60191049801312,2,False,333
2023-05-17 17:43:05.402623,24.597991922953256,64.5734573611609,1,False,462
2023-06-24 17:43:05.407622,17.86844241836093,21.17162275678682,1,False,355
2023-05-17 17:43:05.414150,15.069340382192607,43.23822854749136,1,False,159
2023-05-15 17:43:05.421148,30.0439099588868,46.81312237261095,2,False,461
2023-05-27 17:43:05.428151,16.752373981476136,48.5154016928963,5,False,32
2023-05-22 17:43:05.435146,22.345041015081424,43.21632080031869,6,False,460
2023-05-15 17:43:05.446146,21.502550449319244,49.86969849415415,4,False,356
2023-06-29 17:43:05.454151,9.409765773709278,58.85438727623638,3,False,216
2023-08-09 17:43:05.460152,20.73725379205444,63.17841017183843,5,False,459
2023-08-11 17:43:05.467152,17.661300393470693,50.612576232590406,5,False,357
2023-05-09 17:43:05.473152,22.442836470383703,49.07810448814237,1,False,439
2023-06-04 17:43:05.480151,27.388696102569867,59.38262307082728,6,False,96
2023-05-13 17:43:05.489145,24.104576462046435,46.284356578580955,1,False,237
2023-06-07 17:43:05.499163,20.01418713883956,51.80619321485684,5,False,271
2023-05-22 17:43:05.505161,18.753866295544587,53.97219545415155,1,False,106
2023-05-02 17:43:05.512589,17.604699571034452,32.07891257505726,1,False,149
2023-05-07 17:43:05.518591,18.146163742180107,63.01728086890245,2,False,273
2023-07-14 17:43:05.525590,19.147843693332426,51.529173738171814,1,False,460
2023-06-18 17:43:05.532590,14.875456429444917,60.76991478006175,3,False,118
